1662.021912,1833.087049
1809.895430,2000.174380
1728.434078,1906.743369
1715.710050,1870.952512
1765.596860,1931.651808
1754.830562,1937.486610
1743.975688,1906.139462
1744.924979,1913.112171
1727.056690,1907.919922
1688.858264,1863.951559
1700.871404,1877.321893
1723.933346,1878.174681
1722.702645,1903.207791
1774.647844,1961.228819
1743.150549,1925.305874
1669.757365,1844.258567
1724.135481,1904.012407
1804.343283,1993.455668
1712.990223,1892.071127
1721.658529,1896.975020
1759.032211,1921.915760
1759.351691,1944.474894
1702.202503,1881.274068
1680.414679,1856.764078
1661.700605,1831.505995
1777.010812,1961.819144
1798.971944,1986.964341
1734.750802,1917.237904
1732.238113,1914.404061
1750.950968,1924.686367
1731.810828,1910.369377
1759.479619,1943.207384
1808.136952,1997.412078
1782.586277,1968.070458
1707.400435,1873.105448
1671.518057,1839.650402
1704.872090,1870.060662
1704.707455,1882.638127
1778.372311,1964.332134
1801.270160,1988.784196
1725.256618,1905.132744
1765.104529,1950.716345
1798.794986,1987.625298
1727.170105,1906.697231
1726.144946,1891.944579
1817.113674,2007.859385
1707.030505,1885.898890
1721.650478,1895.171033
1630.105032,1797.753631
1785.864793,1961.979911
1721.064723,1897.742154
1719.978463,1885.695141
1787.163960,1974.451001
1716.908977,1895.920990
1737.232161,1919.659120
1700.043511,1876.983777
1736.084007,1916.361005
1719.633177,1899.362290
1639.967974,1811.300445
1725.987987,1906.509042
1720.032202,1864.285085
1781.624240,1964.579895
1677.421993,1836.768994
1765.259396,1949.069828
1667.713330,1837.819095
1735.265414,1889.365878
1822.101681,2013.294453
1742.515435,1925.179175
1782.691282,1969.533847
1829.838339,2019.976339
1759.460569,1943.976039
1704.999835,1884.248764
1704.758351,1879.687947
1689.200742,1866.701358
1758.234804,1939.038311
1684.205443,1859.064838
1754.771377,1937.922960
1684.637839,1854.838818
1781.034522,1968.059800
1715.592739,1894.240825
1789.917429,1955.849255
1817.165096,2006.923436
1705.928371,1884.063810
1768.935235,1953.016719
1703.689255,1882.923548
1734.992044,1915.448705
1696.895960,1873.924071
1799.700087,1966.864338
1687.508940,1862.571098
1709.552692,1883.281854
1739.377886,1922.230934
1754.662349,1934.848293
1663.271241,1835.530072
1706.063550,1883.218755
1710.868281,1889.644869
1686.110127,1861.835625
1771.633116,1942.826108
1831.416902,2023.588084
1741.440343,1923.264669
1751.036211,1935.005978
